272800	29316
268800	16940
178100	-44448
118900	25217
524300	-32021
431200	25130
468900	-41693
514900	-37205
1674500	-114203
1536100	-31929
1661400	-79570
1610200	-79741
8163300	-139926
8761600	-198094
6994000	-110571
6392000	-233320
10415600	-141960
9737300	-271743
12717500	-288906
14377600	-229506
50773000	-510185
53040800	-515136
50682400	-444357
51168700	-393278
307071100	-1119906
310560700	-788168
314522000	-895704
280575300	-733645
2103005000	-1541291
2153844900	-1578294
2148499500	-1664316
2118024800	-1652119
3896129800	-2089013
3808783700	-1934208
3838235600	-2229428
3875872700	-2356163
30860548800	-4811598
30881442200	-4739387
31338732000	-4717250
31472637800	-4537267
291388228900	-8722212
291563773200	-9314968
296422715200	-9845767
296587791200	-8681447
2583742636600	-17844628
2620497966100	-18798446
2577421764900	-18741474
2573272867200	-18178610
4882630061800	-22079522
4910864419100	-22338561