4626300	29316
65200	16940
47400	-44448
39500	25217
123600	-32021
185800	25130
157800	-41693
114300	-37205
255600	-114203
253800	-31929
251200	-79570
253700	-79741
1576100	-139926
827900	-198094
692800	-110571
736100	-233320
1021600	-141960
984300	-271743
1035800	-288906
979000	-226733
3471000	-510185
6437800	-515136
4069800	-432589
5035100	-387537
24375500	-1078316
24934800	-772017
16432700	-869213
13734300	-726707
63720800	-1458276
57769900	-1514882
55098100	-1585668
50237400	-1656230
80137900	-1989736
90395200	-1855939
89276700	-2164846
96496100	-2270015
337032100	-4482363
319136900	-4327127
318343700	-4413948
313528500	-4150512
1315158200	-7388913
1318098400	-7963741
1348346200	-8275573
1307140900	-7430945
5292258900	-12993802
5431216900	-13496534
5283279300	-13660621
5478533300	-13363156
8632915200	-14925572
8842180300	-15228585
8619798600	-15369280
8967931900	-15192672
54649117100	-21844995
56108138700	-21108890
54570489900	-22701842
54916941100	-22229745
258052107000	-22783528
257141964800	-23279343
260115710200	-21947425
261621477100	-23028587
1122787613700	-17637883
1111181375700	-17984704
1114831662500	-17187847
1123846090900	-17479129
1783477598300	-14691208
1783815200000	-14921065
1788905139800	-14978936
1792014271900	-15278567